win,ko, ,
win,ko, ,
win,ko,former,
loss,ko, ,
win,ko, ,
win,ko,former,
loss,By 3, ,
win,ko,Top 10,
win,ko,Top 5,
loss,ko, ,
loss,By 4, ,
win,ko,Top 5,
loss,ko, ,
win,ko, ,
win,ko,Top 10,
loss,ko, ,
win,ko,Top 10,
win,ko,Top 10,
win,ko,former,
loss,ko, ,
win,ko,former,
loss,ko, , 
loss,ko, ,
