win,By 3, ,
win,ko, ,
win,ko, ,
win,By 3,Top 10,
win,ko,Top 5,
win,ko,current,
win,ko,as champ,
win,By 5,as champ,
win,ko,as champ,
loss,ko, ,
loss,ko, ,
