win,ko,Top 10,
win,ko,current,
win,ko,as champ,
win,ko,as champ,
win,ko,as champ,
win,ko,as champ,
win ,ko,as champ,
win,ko,as champ,
win,By 5,as champ,
win,ko,as champ,
win,By 5,as champ,
win,ko,as champ,
win,ko,as champ,
win,ko,as champ,
win,ko,as champ,
win,ko,as champ,
loss,ko, ,
loss,ko, ,
win,By 3, ,
loss,By 3, ,
